0,190.794618725867,17.20465,785839828
0,475.814183447708,20,1410548640
0,467.829804634872,0,1443729968
0,493.798562260544,40,1444122890
0,536.595015092169,47.16991,1444196968
0,530.626257466497,47.16991,1446432015
0,536.595015092169,47.16991,1446502656
0,364.656211871642,165.246,1453247890
0,441.671833058807,38.81044,1614805046
0,208.0687337724,249.1109,1614854281
0,217.485666782019,265.5301,1614896984
0,243.720456324722,270.7513,1616001875
0,227.562484748657,235.1728,1616098406
0,0,32000,19581062
0,600.892289383529,156.7043,19653781
0,596.67312102799,156.7043,19709984
0,500.626257466497,156.7043,19947953
0,600.892289383529,156.7043,21310562
0,596.67312102799,156.7043,21392203
0,596.67312102799,156.7043,21467718
0,596.67312102799,156.7043,21709234
0,812.021870210907,38.81044,22070859
0,593.876668196365,171.9193,22165359
0,404.423182033362,214.6072,25214906
0,488.642350388901,193.6653,25464109
0,320.006249023743,218.3031,25501781
0,227.67359276323,238.2357,25538312
0,404.423182033362,189.8848,35242359
0,372.407560846198,239.3872,35277093
0,562.641878653661,140.5569,35324343
0,400.5,200.0156,35360781
0,432.407560846198,181.125,35391906
0,457.407560846198,174.0869,35430859
0,488.642350388901,174.0869,35553718
0,468.610636279333,48.02343,10697968
